id,proba
456948,0.57265
456949,0.3581
456950,0.067219
456951,0.30705
456952,0.39292
456953,0.13049
456954,0.42807
456955,0.19381
456956,0.98636
456957,0.49383
456958,0.16776
456959,0.10566
456960,0.53943
456961,0.60144
456962,0.30814
456963,0.10624
456964,0.11389
456965,0.22133
456966,0.24433
456967,0.003393
456968,0.12053
456969,0.055264
456970,0.081819
456971,0.009159
456972,0.13058
456973,0.52042
456974,0.46398
456975,0.54944
456976,0.71052
456977,0.027957
456978,0.29291
456979,1
456980,0.82546
456981,0.09251
456982,0.43983
456983,0.40054
456984,0.47567
456985,0.24455
456986,0.67179
456987,1
456988,0.15129
456989,0.049072
456990,0.31803
456991,0.54664
456992,0.93182
456993,0.21943
456994,0.16284
456995,0.38782
456996,0.087212
456997,0.15751
456998,0.80142
456999,0.10701
457000,0.37342
457001,0.52614
457002,0.33981
457003,0.18943
457004,0.016102
457005,0.32954
457006,0.44135
457007,0.8614
457008,0.18166
457009,0.24497
457010,0.039826
457011,1
457012,0.17873
457013,0.22182
457014,0.064347
457015,0.078809
457016,0.18606
457017,0.22446
457018,0.045542
457019,0.1477
457020,0.40018
457021,0.09568
457022,0.96436
457023,0.26276
457024,1
457025,0.97243
457026,0.32439
457027,0.3043
457028,0.46732
457029,0.27686
457030,0.20501
457031,0.69163
457032,0.078292
457033,0.82176
457034,0.41031
457035,0.85694
457036,0.30808
457037,0.24589
457038,0.21493
457039,0.56815
457040,0.30201
457041,0.67334
457042,0.42664
457043,0.020811
457044,0.40885
457045,0.17445
457046,0.56097
457047,0.089481
457048,0.19828
457049,0.22857
457050,0.53599
457051,0.24134
457052,0.26929
457053,0.26949
457054,0.36687
457055,0.098381
457056,0.25115
457057,0.41219
457058,0.19651
457059,0.72549
457060,0.033156
457061,0.039434
457062,0.26339
457063,0.4049
457064,0.83616
457065,0.027899
457066,0.41365
457067,0.71033
457068,0.41724
457069,0.31826
457070,0.23011
457071,0.30091
457072,0.56302
457073,0.48857
457074,0.50278
457075,0.36529
457076,0.33447
457077,0.002193
457078,0.13747
457079,0.63915
457080,0.13897
457081,0.59819
457082,0.29746
457083,0.32829
457084,0.7672
457085,0.40719
457086,0.027486
457087,0.76649
457088,0.20834
457089,0.16021
457090,0.33032
457091,0.33988
457092,0.36681
457093,0.32726
457094,0.41878
457095,0.14292
457096,0.18677
457097,0.45244
457098,0.62692
457099,0.90374
457100,0.19849
457101,0.46885
457102,0.17911
457103,0.3189
457104,0.26923
457105,0.044388
457106,0.34638
457107,0.73934
457108,0.36257
457109,0.61876
457110,0.27634
457111,0.14592
457112,0.52475
457113,0.65965
457114,0.49491
457115,0.11145
457116,0.16701
457117,0.09085
457118,0.7274
457119,0.080444
457120,0.10706
457121,0.16945
457122,0.054014
457123,0.094644
457124,0.62169
457125,0.25705
457126,0.219
457127,0.394
457128,0.21265
457129,0.27934
457130,0.65754
457131,0.17257
457132,0.10479
457133,0.6283
457134,0.21552
457135,0.2442
457136,0.27664
457137,0.15549
457138,0.58041
457139,0.18225
457140,0.92786
457141,0.17955
457142,0.19052
457143,0.33001
457144,0.35148
457145,0.30465
457146,0.58653
457147,0.25271
457148,0.23027
457149,0.89699
457150,0.1143
457151,0.023553
457152,0.44514
457153,0.12202
457154,0.26234
457155,0.51491
457156,0.33888
457157,0.42874
457158,0.18317
457159,0.14777
457160,0.49977
457161,0.48958
457162,0.21587
457163,0.51281
457164,0.061645
457165,0.46109
457166,0.41445
457167,0.07658
457168,0.058418
457169,0.24767
457170,0.31396
457171,0.1641
457172,0.038156
457173,0.15842
457174,0.53115
457175,0.71428
457176,0.10406
457177,0.25013
457178,0.50381
457179,0.37535
457180,0.25351
457181,0.042134
457182,0.21396
457183,0.098374
457184,0.035776
457185,0.93485
457186,0.80917
457187,0.51143
457188,0.27228
457189,1
457190,0.18433
457191,0.30021
457192,0.1476
457193,0.66538
457194,0.18698
457195,0.29499
457196,0.18844
457197,0.19866
457198,0.40281
457199,0.3016
457200,0.045312
457201,0.33958
457202,0.22212
457203,0.054103
457204,0.33964
457205,0.029175
457206,0.16457
457207,0.11228
457208,0.086287
457209,0.12918
457210,0.88227
457211,0.10486
457212,0.34765
457213,0.69945
457214,0.13985
457215,0.34741
457216,0.289
457217,0.14157
457218,0.50067
457219,0.31091
457220,0.062011
457221,0.30921
457222,0.18746
457223,0.52756
457224,0.26633
457225,0.20354
457226,0.76281
457227,0.529
457228,0.030303
457229,0.46094
457230,0.11338
457231,0.82089
457232,0.85455
457233,0.22445
457234,0.019289
457235,0.19205
457236,0.13053
457237,0.36285
457238,0.54819
457239,0.39686
457240,0.12634
457241,0.17328
457242,0.21119
457243,0.043901
457244,0.16497
457245,0.061253
457246,0.89061
457247,0.27975
457248,0.000707
457249,0.51766
457250,0.33913
457251,0.20677
457252,0.42118
457253,0.27781
457254,0.43547
457255,0.12765
457256,0.10396
457257,0.070381
457258,0.36669
457259,0.28158
457260,0.6439
457261,0.25716
457262,0.16245
457263,0.01852
457264,0.20254
457265,0.14975
457266,0.28682
457267,0.25077
457268,0.21968
457269,0.087495
457270,0.2733
457271,0.50389
457272,0.51001
457273,0.018559
457274,1
457275,0.38923
457276,0.38472
457277,0.083389
457278,0.093186
457279,0.38547
457280,1
457281,0.20937
457282,0.22611
457283,0.564
457284,0.34776
457285,0.069802
457286,0.84254
457287,0.17475
457288,0.49497
457289,0.50612
457290,0.00574
457291,0.25087
457292,0.37081
457293,0.78406
457294,0.53839
457295,0.35189
457296,0.30939
457297,0.8132
457298,0.31289
457299,0.22768
457300,0.012864
457301,0.59322
457302,0.36125
457303,0.42528
457304,0.3874
457305,0.04755
457306,0.29958
457307,0.21088
457308,0.70501
457309,0.29543
457310,0.24597
457311,0.31777
457312,0.018479
457313,0.19205
457314,0.35773
457315,0.017391
457316,0.21622
457317,0.38272
457318,0.16891
457319,0.59365
457320,0.27932
457321,0.065473
457322,0.017232
457323,0.39506
457324,0.31843
457325,0.63168
457326,0.29252
457327,0.34185
457328,0.024507
457329,0.8846
457330,1
457331,0.062195
457332,0.27901
457333,0.021176
457334,0.21717
457335,0.1907
457336,0.18203
457337,0.25035
457338,0.1929
457339,0.21935
457340,0.50575
457341,0.55775
457342,0.28556
457343,0.20686
457344,0.29768
457345,0.012449
457346,0.34692
457347,0.082625
457348,0.2836
457349,0.32622
457350,0.14632
457351,0.3605
457352,0.056391
457353,1
457354,0.20184
457355,0.038317
457356,0.021924
457357,0.17875
457358,0.20738
457359,0.67429
457360,0.18973
457361,0.18747
457362,0.29368
457363,0.085398
457364,0.016397
457365,0.073656
457366,0.24275
457367,0.17122
457368,1
457369,0.29996
457370,0.64288
457371,0.44537
457372,0.13097
457373,0.16684
457374,0.068223
457375,0.57054
457376,0.90743
457377,0.1217
457378,0.48104
457379,0.44749
457380,0.23564
457381,0.1334
457382,0.26566
457383,0.31912
457384,0.20143
457385,0.4808
457386,0.044468
457387,0.15124
457388,0.076824
457389,0.68378
457390,0.3128
457391,1
457392,0.34295
457393,0.26982
457394,0.038315
457395,0.31909
457396,0.24651
457397,0.26614
457398,0.31979
457399,0.10019
457400,0.43654
457401,0.56661
457402,0.58017
457403,0.32816
457404,0.63556
457405,0.34555
457406,1
457407,0.48423
457408,0.15471
457409,0.014053
457410,0.60591
457411,0.4739
457412,0.64999
457413,0.26119
457414,0.39255
457415,0.32749
457416,0.094728
457417,0.90068
457418,0.75421
457419,0.031418
457420,0.44572
457421,0.40281
457422,0.024693
457423,0.4491
457424,0.28487
457425,0.38845
457426,1
457427,0.32577
457428,0.044075
457429,1
457430,0.50276
457431,0.46793
457432,0.11782
457433,0.24048
457434,0.15357
457435,1
457436,0.18544
457437,0.31368
457438,0.37157
457439,0.12172
457440,0.19527
457441,0.005145
457442,0.11005
457443,0.29995
457444,0.14005
457445,0.14046
457446,0.20946
457447,0.099031
457448,0.41563
457449,0.23659
457450,0.053571
457451,0.3896
457452,0.15727
457453,0.042181
457454,0.18854
457455,0.42051
457456,0.38745
457457,1
457458,1
457459,0.049256
457460,0.040917
457461,0.073806
457462,0.13339
457463,0.061612
457464,1
457465,0.45146
457466,0.040212
457467,0.024137
457468,0.54958
457469,0.16458
457470,0.71466
457471,0.48116
457472,1
457473,0.62029
457474,0.023877
457475,0.23914
457476,0.50223
457477,0.15173
457478,0.66477
457479,0.008429
457480,0.42702
457481,0.068496
457482,0.22332
457483,0.10768
457484,0.28902
457485,0.4438
457486,0.41608
457487,0.53794
457488,0.001899
457489,0.3771
457490,0.58694
457491,0.37244
457492,0.22205
457493,0.3452
457494,0.17409
457495,0.30725
457496,0.15445
457497,0.31798
457498,0.13713
457499,0.24349
457500,0.29292
457501,0.53929
457502,0.31924
457503,0.3046
457504,0.10738
457505,0.088683
457506,0.079249
457507,0.32957
457508,0.04077
457509,0.31925
457510,0.029735
457511,0.27579
457512,0.63864
457513,0.15385
457514,0.054282
457515,0.14843
457516,0.44442
457517,0.62033
457518,0.41632
457519,0.071582
457520,0.56274
457521,0.10736
457522,0.30138
457523,0.096784
457524,0.33121
457525,0.86341
457526,1
457527,0.22781
457528,0.45286
457529,0.30148
457530,0.17805
457531,0.47556
457532,0.45809
457533,0.2295
457534,0.76774
457535,0.13953
457536,0.32232
457537,0.39576
457538,0.19823
457539,0.035406
457540,0.36541
457541,0.35448
457542,0.30811
457543,1
457544,0.35861
457545,0.21983
457546,0.56406
457547,0.17032
457548,0.42692
457549,0.21454
457550,0.017928
457551,0.043972
457552,0.051378
457553,0.60115
457554,0.088522
457555,0.33573
457556,0.019989
457557,0.10946
457558,0.54927
457559,0.40946
457560,0.20366
457561,0.25019
457562,0.45855
457563,0.11374
457564,0.099782
457565,0.50725
457566,0.72332
457567,0.19399
457568,0.46156
457569,0.61892
457570,0.54455
457571,0.22862
457572,0.12189
457573,0.25383
457574,0.36909
457575,0.70034
457576,0.047419
457577,0.62197
457578,0.20499
457579,0.047972
457580,0.35896
457581,0.20414
457582,0.043553
457583,0.21284
457584,0.052323
457585,0.1108
457586,0.32744
457587,0.47179
457588,0.38419
457589,0.30576
457590,0.48419
457591,0.23571
457592,0.42273
457593,0.096956
457594,0.75758
457595,0.17868
457596,0.16527
457597,0.41677
457598,0.16745
457599,0.63261
457600,0.088907
457601,0.054899
457602,0.02432
457603,0.52376
457604,0.057328
457605,0.32035
457606,0.33229
457607,0.61238
457608,0.33384
457609,0.19921
457610,0.59326
457611,0.87004
457612,0.29968
457613,0.14347
457614,0.43073
457615,0.286
457616,0.021442
457617,1
457618,0.85745
457619,0.33263
457620,0.009098
457621,0.55781
457622,0.26913
457623,0.034441
457624,0.14843
457625,0.10708
457626,0.33207
457627,0.014264
457628,0.063657
457629,0.38997
457630,0.049448
457631,0.24902
457632,0.3591
457633,0.28646
457634,0.17638
457635,0.054133
457636,0.42406
457637,0.31275
457638,0.4423
457639,0.20127
457640,0.29694
457641,0.007224
457642,0.21856
457643,0.10178
457644,0.46656
457645,0.46455
457646,0.45577
457647,0.31791
457648,0.059956
457649,0.30939
457650,0.40357
457651,0.78702
457652,0.19626
457653,0.39201
457654,0.39652
457655,0.4793
457656,0.76691
457657,0.083665
457658,0.20046
457659,0.069623
457660,0.44043
457661,0.15869
457662,0.12397
457663,0.39812
457664,0.13744
457665,0.17441
457666,0.19315
457667,0.006577
457668,0.22262
457669,0.3786
457670,0.28835
457671,0.322
457672,0.38926
457673,0.3309
457674,0.37453
457675,0.092703
457676,0.60592
457677,0.098573
457678,0.15329
457679,0.33516
457680,0.20584
457681,1
457682,0.55587
457683,0.54714
457684,0.24379
457685,0.022149
457686,0.33194
457687,0.33728
457688,0.80692
457689,0.5676
457690,0.60185
457691,0.021253
457692,0.043531
457693,0.002975
457694,0.078813
457695,0.39064
457696,0.31792
457697,0.051889
457698,0.11615
457699,0.37962
457700,0.092631
457701,0.52387
457702,0.3608
457703,0.022112
457704,0.4081
457705,0.018086
457706,0.3818
457707,0.075841
457708,0.22714
457709,0.079651
457710,0.15855
457711,0.14543
457712,0.25618
457713,0.36596
457714,0.06837
457715,0.056112
457716,0.009692
457717,0.029506
457718,0.13007
457719,0.28515
457720,0.15897
457721,0.10276
457722,0.066054
457723,0.097591
457724,0.06562
457725,0.086853
457726,0.23185
457727,0.8589
457728,0.53418
457729,0.024403
457730,0.44015
457731,0.27748
457732,0.32713
457733,0.31247
457734,0.30087
457735,0.62641
457736,0.28366
457737,0.65895
457738,0.18467
457739,0.69297
457740,0.2716
457741,0.79133
457742,0.044628
457743,0.063498
457744,0.19802
457745,0.28058
457746,1
457747,0.37466
457748,0.043547
457749,0.049146
457750,0.75998
457751,0.19411
457752,0.20356
457753,0.45831
457754,0.17515
457755,0.11121
457756,0.48581
457757,0.5627
457758,0.37708
457759,0.7984
457760,0.28413
457761,0.44503
457762,0.53347
457763,0.045806
457764,0.16766
457765,0.22503
457766,0.38474
457767,0.086822
457768,0.055375
457769,0.62819
457770,0.077596
457771,1
457772,0.53336
457773,0.30328
457774,0.4264
457775,0.38719
457776,0.43664
457777,0.31502
457778,0.44154
457779,0.42506
457780,0.11888
457781,0.046273
457782,0.37858
457783,0.34615
457784,0.20544
457785,0.27086
457786,0.11253
457787,0.45831
457788,0.45569
457789,0.25915
457790,0.65246
457791,0.59655
457792,0.22734
457793,1
457794,0.17528
457795,0.51795
457796,0.19197
457797,0.25136
457798,1
457799,0.064375
457800,0.044004
457801,0.48455
457802,0.16998
457803,0.28734
457804,0.26564
457805,0.091966
457806,0.66387
457807,1
457808,0.25161
457809,0.33938
457810,0.40317
457811,0.10308
457812,0.017835
457813,0.005152
457814,0.085373
457815,0.11731
457816,0.017758
457817,0.76093
457818,0.48542
457819,0.11822
457820,0.033137
457821,0.23457
457822,0.014175
457823,0.27941
457824,0.16569
457825,0.12759
457826,0.6443
457827,0.66387
457828,0.1598
457829,0.39033
457830,0.58039
457831,0.52018
457832,1
457833,0.20937
457834,0.29941
457835,0.49111
457836,0.78361
457837,0.13842
457838,0.17475
457839,0.28906
457840,0.11962
457841,0.000568
457842,0.20416
457843,0.39177
457844,0.78255
457845,0.050488
457846,0.17364
457847,0.49118
457848,0.50701
457849,0.16254
457850,0.7377
457851,0.43082
457852,0.18568
457853,0.040973
457854,0.30458
457855,0.086634
457856,0.54487
457857,0.39679
457858,0.90141
457859,1
457860,0.070488
457861,0.36712
457862,0.15285
457863,0.22099
457864,0.31391
457865,0.059422
457866,0.153
457867,0.3926
457868,0.15147
457869,0.068049
457870,0.41211
457871,0.26956
457872,0.022544
457873,0.37919
457874,0.34104
457875,0.68024
457876,0.22197
457877,0.53228
457878,0.10847
457879,0.22779
457880,0.29883
457881,0.31562
457882,0.46984
457883,0.4236
457884,0.42167
457885,0.16398
457886,0.21329
457887,0.20041
457888,0.29819
457889,0.40233
457890,0.18735
457891,0.76085
457892,0.20038
457893,0.19441
457894,0.33178
457895,0.35696
457896,0.000601
457897,0.3377
457898,0.36857
457899,0.20874
457900,0.14769
457901,0.41644
457902,0.73956
457903,0.47399
457904,0.31224
457905,0.33594
457906,0.069008
457907,0.18696
457908,0.35536
457909,0.4693
457910,0.12084
457911,0.087928
457912,0.31314
457913,0.63027
457914,0.43293
457915,0.24108
457916,0.48392
457917,0.17786
457918,0.31782
457919,0.16959
457920,0.47999
457921,0.21328
457922,0.10883
457923,0.2972
457924,0.47808
457925,0.48597
457926,0.23946
457927,0.65989
457928,0.2535
457929,0.23163
457930,0.30314
457931,0.26587
457932,0.17267
457933,0.23389
457934,0.12314
457935,0.077161
457936,0.14512
457937,0.11408
457938,0.2442
457939,0.38397
457940,0.01684
457941,0.3681
457942,0.084818
457943,0.33012
457944,0.85916
457945,0.26124
457946,0.6642
457947,0.28951
457948,0.68486
457949,0.094487
457950,0.031933
457951,0.29268
457952,0.030448
457953,0.77126
457954,0.021113
457955,0.045817
457956,0.46687
457957,1
457958,0.14641
457959,0.011976
457960,0.46775
457961,0.1293
457962,0.19371
457963,0.31731
457964,0.5058
457965,0.22294
457966,0.13902
457967,0.32648
457968,0.65645
457969,0.82832
457970,0.2675
457971,0.94501
457972,0.42726
457973,0.16478
457974,0.11696
457975,0.38238
457976,0.36709
457977,0.31593
457978,0.69383
457979,0.91743
457980,0.66425
457981,0.43795
457982,0.13286
457983,0.17967
457984,0.24583
457985,0.51693
457986,0.46565
457987,0.070022
457988,0.96228
457989,0.44521
457990,0.30274
457991,0.63926
457992,0.52655
457993,0.62239
457994,0.52499
457995,0.68769
457996,0.49197
457997,0.47517
457998,0.44768
457999,0.34591
458000,0.27818
458001,0.53752
458002,0.25292
458003,0.76421
458004,0.082127
458005,0.23013
458006,0.41521
458007,0.12337
458008,0.28469
458009,0.024475
458010,0.46807
458011,0.12927
458012,0.001195
458013,1
458014,0.20928
458015,0.038447
458016,0.003584
458017,1
458018,0.41295
458019,0.23637
458020,0.11157
458021,0.47384
458022,0.010268
458023,0.26205
458024,0.10766
458025,0.10009
458026,0.31565
458027,0.19586
458028,0.53759
458029,0.18191
458030,0.064017
458031,0.034479
458032,0.03899
458033,0.24502
458034,0.82793
458035,0.53012
458036,0.62494
458037,0.15917
458038,0.27321
458039,0.077188
458040,0.54232
458041,0.10622
458042,0.37171
458043,0.87684
458044,0.072268
458045,0.036639
458046,0.095688
458047,0.072676
458048,0.36885
458049,0.063496
458050,0.40664
458051,0.30478
458052,0.25981
458053,0.34139
458054,0.010478
458055,0.54002
458056,0.55054
458057,0.094853
458058,0.15995
458059,0.24438
458060,0.38665
458061,0.022854
458062,0.12975
458063,0.628
458064,0.065746
458065,0.36667
458066,0.39298
458067,0.32227
458068,1
458069,0.37533
458070,0.15425
458071,0.078443
458072,0.27445
458073,0.464
458074,0.06869
458075,0.13493
458076,0.5013
458077,0.20049
458078,0.23553
458079,0.34542
458080,0.015693
458081,0.41258
458082,0.53081
458083,0.039234
458084,0.22144
458085,0.22499
458086,0.17948
458087,0.38583
458088,0.17857
458089,0.13514
458090,0.070307
458091,0.30733
458092,0.41537
458093,0.011624
458094,0.078915
458095,0.38507
458096,0.22582
458097,0.6674
458098,0.32114
458099,0.11774
458100,0.24102
458101,0.38848
458102,0.51236
458103,0.29244
458104,0.24319
458105,0.014183
458106,0.32017
458107,0.010264
458108,0.5161
458109,0.17318
458110,0.19938
458111,0.38128
458112,0.87742
458113,0.56762
458114,0.065046
458115,0.44352
458116,1
458117,0.69847
458118,0.13487
458119,0.12763
458120,0.2014
458121,0.33921
458122,0.15323
458123,0.013249
458124,0.12233
458125,0.50948
458126,0.67227
458127,0.29007
458128,1
458129,0.57648
458130,0.41261
458131,0.48588
458132,0.14653
458133,0.37924
458134,0.21275
458135,0.43488
458136,0.10931
458137,1
458138,0.33511
458139,0.58267
458140,0.11892
458141,0.94408
458142,0.7858
458143,0.27801
458144,0.26617
458145,0.089657
458146,0.37872
458147,0.015127
458148,0.56434
458149,0.63262
458150,0.12335
458151,0.32409
458152,0.19898
458153,0.35812
458154,0.22693
458155,0.40778
458156,0.37618
458157,0.9439
458158,0.35732
458159,0.44478
458160,0.12894
458161,0.009273
458162,0.42539
458163,0.029973
458164,0.71759
458165,0.012016
458166,0.080593
458167,0.49635
458168,0.81139
458169,0.4509
458170,0.010917
458171,0.25933
458172,0.38948
458173,0.2303
458174,0.33256
458175,0.59289
458176,0.63292
458177,0.12211
458178,0.1648
458179,0.41383
458180,0.26158
458181,0.57158
458182,0.61314
458183,0.24095
458184,0.11106
458185,0.29367
458186,0.18009
458187,0.11679
458188,0.42077
458189,0.24209
458190,0.47742
458191,0.82445
458192,0.25536
458193,0.47
458194,0.39619
458195,0.37218
458196,0.24543
458197,0.33008
458198,0.16524
458199,0.20416
458200,0.45952
458201,0.13357
458202,0.049889
458203,0.26384
458204,0.68019
458205,0.27274
458206,0.37809
458207,0.24226
458208,0.46578
458209,0.36074
458210,0.17893
458211,0.27301
458212,0.63888
458213,0.35068
458214,0.34975
458215,0.29948
458216,0.063101
458217,0.25805
458218,0.78693
458219,0.71551
458220,1
458221,0.33059
458222,0.30113
458223,0.043899
458224,0.29112
458225,0.049384
458226,0.46882
458227,0.08518
458228,0.057951
458229,0.1894
458230,0.39589
458231,0.072181
458232,0.52034
458233,0.47076
458234,0.35038
458235,0.14542
458236,0.20658
458237,0.27129
458238,0.29169
458239,0.19691
458240,0.11485
458241,0.20557
458242,0.41369
458243,0.1573
458244,0.78348
458245,0.047125
458246,0.048991
458247,0.13059
458248,0.19914
458249,0.38947
458250,0.28532
458251,0.63379
458252,0.38468
458253,0.00104
458254,0.12466
458255,0.47565
458256,0.29185
458257,0.23397
458258,0.13334
458259,0.2362
458260,0.40463
458261,0.032744
458262,0.049222
458263,0.75879
458264,0.26412
458265,0.32914
458266,0.55475
458267,0.46277
458268,0.60477
458269,0.22612
458270,0.1037
458271,0.36886
458272,0.03641
458273,0.5167
458274,0.81774
458275,0.1323
458276,0.20435
458277,0.28865
458278,0.23938
458279,0.37999
458280,0.24608
458281,0.15807
458282,0.080347
458283,0.34245
458284,0.29826
458285,0.39792
458286,0.13928
458287,0.28549
458288,0.26151
458289,0.35887
458290,1
458291,0.2213
458292,0.43154
458293,0.51809
458294,0.51802
458295,0.34713
458296,0.094171
458297,0.49924
458298,0.56299
458299,0.26205
458300,0.19092
458301,0.033981
458302,0.41773
458303,0.68725
458304,0.29548
458305,0.087797
458306,0.0619
458307,0.25246
458308,0.31255
458309,0.027195
458310,0.61479
458311,0.71285
458312,0.16438
458313,0.77047
458314,0.24856
458315,0.33991
458316,0.93612
458317,0.054836
458318,0.029615
458319,0.16114
458320,0.17229
458321,0.14519
458322,0.45954
458323,0.27384
458324,0.8173
458325,0.15782
458326,0.60432
458327,0.048034
458328,0.45867
458329,0.018855
458330,0.35306
458331,0.36228
458332,0.44442
458333,0.061083
458334,0.28296
458335,0.17174
458336,0.54522
458337,0.31138
458338,0.95799
458339,0.035369
458340,0.13454
458341,0.21429
458342,0.29673
458343,0.39399
458344,0.45096
458345,0.12554
458346,0.010942
458347,0.41645
458348,0.022663
458349,0.77575
458350,0.14109
458351,0.31751
458352,0.28229
458353,0.44358
458354,0.18363
458355,0.017802
458356,0.26153
458357,0.18962
458358,0.23917
458359,0.29304
458360,0.55441
458361,0.10238
458362,0.27817
458363,1
458364,0.61087
458365,0.19929
458366,0.030989
458367,0.34012
458368,0.26995
458369,0.094677
458370,0.36577
458371,0.9923
458372,0.61137
458373,0.45294
458374,0.15888
458375,0.54951
458376,0.64571
458377,0.81128
458378,0.98397
458379,0.31196
458380,0.45341
458381,0.068688
458382,0.24851
458383,0.12906
458384,0.081145
458385,0.21994
458386,1
458387,0.060311
458388,0.5763
458389,0.316
458390,0.30098
458391,0.31357
458392,0.3562
458393,0.037805
458394,0.34761
458395,0.036496
458396,0.083675
458397,0.14804
458398,0.083316
458399,0.46147
458400,0.38114
458401,0.68198
458402,0.088779
458403,0.17445
458404,0.4285
458405,0.36684
458406,0.092438
458407,0.067093
458408,0.16895
458409,0.19233
458410,0.12631
458411,0.38414
458412,0.94946
458413,0.55307
458414,0.025958
458415,0.6591
458416,0.14169
458417,0.53986
458418,0.73407
458419,0.22674
458420,0.49342
458421,0.021079
458422,0.2688
458423,0.26624
458424,0.17698
458425,0.72195
458426,0.07926
458427,0.084748
458428,0.45321
458429,0.17045
458430,0.53448
458431,0.6978
458432,0.096629
458433,0.4885
458434,0.1253
458435,0.14089
458436,0.69984
458437,0.24899
458438,0.050436
458439,0.32274
458440,0.060796
458441,0.30553
458442,0.46828
458443,0.42586
458444,0.45568
458445,0.20579
458446,0.28958
458447,0.48529
458448,0.37453
458449,0.95383
458450,0.31881
458451,0.30599
458452,0.093654
458453,0.082171
458454,0.19128
458455,0.12799
458456,0.46486
458457,0.41343
458458,0.38148
458459,0.47683
458460,0.17962
458461,0.1325
458462,0.77322
458463,0.22934
458464,0.17314
458465,0.26675
458466,0.26428
458467,0.3556
458468,0.034863
458469,0.07918
458470,0.11166
458471,0.008154
458472,0.07946
458473,0.41582
458474,0.23478
458475,0.002099
458476,0.16592
458477,0.24635
458478,0.43444
458479,0.161
458480,0.58269
458481,0.12989
458482,0.08929
458483,0.054822
458484,0.33526
458485,0.75195
458486,0.29095
458487,0.24679
458488,0.30576
458489,0.21905
458490,0.071874
458491,0.17448
458492,0.72259
458493,0.142
458494,0.259
458495,0.13478
458496,0.73994
458497,0.42018
458498,0.19308
458499,0.66331
458500,0.50961
458501,0.97318
458502,0.2997
458503,0.44975
458504,0.49551
458505,0.25935
458506,0.38385
458507,0.44257
458508,0.81138
458509,0.64874
458510,0.50324
458511,0.067295
458512,0.13444
458513,0.07443
458514,0.45988
458515,0.18283
458516,1
458517,0.14669
458518,0.58366
458519,0.61996
458520,0.10164
458521,0.1201
458522,0.15676
458523,0.89755
458524,0.32239
458525,0.14666
458526,0.16257
458527,0.11338
458528,0.11038
458529,0.07625
458530,0.11703
458531,0.6263
458532,0.60713
458533,0.19493
458534,0.32496
458535,0.14681
458536,0.6431
458537,0.14833
458538,0.84418
458539,0.15627
458540,0.14555
458541,0.090002
458542,0.3148
458543,0.09156
458544,0.42952
458545,0.37939
458546,0.19888
458547,0.015222
458548,0.005122
458549,0.36236
458550,0.48682
458551,0.37953
458552,0.83638
458553,0.48653
458554,0.15556
458555,0.21803
458556,0.17425
458557,0.22881
458558,0.19275
458559,0.16308
458560,0.002544
458561,0.20446
458562,0.73932
458563,0.089132
458564,0.10916
458565,0.79768
458566,0.009821
458567,0.39338
458568,0.043682
458569,0.60606
458570,0.31228
458571,0.16398
458572,0.032054
458573,0.1995
458574,0.27617
458575,0.41562
458576,0.065988
458577,0.31225
458578,0.097598
458579,0.23653
458580,0.79829
458581,0.55685
458582,0.10966
458583,0.22806
458584,0.3161
458585,0.66529
458586,0.12398
458587,0.21024
458588,0.17873
458589,0.66227
458590,0.092374
458591,0.39747
458592,0.44928
458593,0.2273
458594,0.16737
458595,0.47249
458596,0.05799
458597,0.55914
458598,0.30236
458599,0.004243
458600,1
458601,0.31503
458602,0.43111
458603,1
458604,0.01059
458605,0.10642
458606,0.12001
458607,0.31803
458608,1
458609,0.001919
458610,0.21828
458611,0.56964
458612,0.16397
458613,0.66708
458614,0.065357
458615,0.092833
458616,0.35638
458617,0.33368
458618,0.28958
458619,0.66221
458620,0.2699
458621,0.029585
458622,0.30299
458623,0.4451
458624,0.12787
458625,0.65485
458626,0.11172
458627,0.30875
458628,0.14231
458629,0.18316
458630,0.19876
458631,0.57895
458632,0.12355
458633,0.31778
458634,0.54424
458635,0.31617
458636,0.14953
458637,0.019038
458638,0.31124
458639,0.3343
458640,0.037012
458641,0.20816
458642,0.14933
458643,0.16935
458644,0.019872
458645,0.029561
458646,0.6837
458647,0.3668
458648,0.18233
458649,0.55832
458650,0.48461
458651,0.10319
458652,0.19445
458653,0.15353
458654,1
458655,0.71047
458656,0.073407
458657,0.082322
458658,0.79134
458659,0.92075
458660,0.79714
458661,0.19807
458662,0.81201
458663,0.080908
458664,0.63206
458665,0.42609
458666,0.51236
458667,0.15762
458668,0.35013
458669,0.60595
458670,0.40405
458671,0.84052
458672,0.099907
458673,0.009934
458674,0.83906
458675,0.66696
458676,0.061046
458677,0.57515
458678,0.42532
458679,0.53964
458680,1
458681,0.068581
458682,0.24268
458683,0.40848
458684,0.6472
458685,0.15287
458686,0.25126
458687,0.001498
458688,0.25053
458689,0.049723
458690,0.20093
458691,0.98196
458692,0.24529
458693,0.62494
458694,0.13272
458695,0.65443
458696,0.42133
458697,0.36087
458698,0.022051
458699,0.13281
458700,0.40189
458701,0.32307
458702,0.6187
458703,0.82417
458704,0.39968
458705,0.21173
458706,0.045197
458707,0.28404
458708,0.091353
458709,0.41765
458710,0.078488
458711,0.38883
458712,0.38714
458713,0.23403
458714,0.20163
458715,1
458716,0.010123
